# TEST CONFIGURATION BEGIN
# ReoccuringDriftStream: First Stream: MIXEDGenerator - Drift Stream: MIXEDGenerator - alpha: 90.0 - position: 2000 - width: 1 - 
# [hat] HAT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# [rslvq] RSLVQ
# [arslvq] RSLVQ
# [adf] AdaptiveRandomForest: n_estimators: 10 - max_features: auto - disable_weighted_vote: False - lambda_value: 6 - 
# [oza] OzaBagginAdwin Classifier: base_estimator: <skmultiflow.lazy.knn.KNN object at 0x7f1e65649710> - n_estimators: 10
# [samknn] avg. STMSize nan LTMSize nan; num correct STM 0 LTM 0 CM 0 ; num correct 0/0

# Prequential Evaluator: n_wait: 200 - max_samples: 50000 - max_time: inf - output_file: Mixed Generator_Mixed Generator_1000_100_memory_other.csv - batch_size: 10 - pretrain_size: 200 - task_type: classification - show_plot: False - metrics: ['accuracy', 'running_time']
# TEST CONFIGURATION END
id,mean_acc_[hat],current_acc_[hat],mean_acc_[rslvq],current_acc_[rslvq],mean_acc_[arslvq],current_acc_[arslvq],mean_acc_[adf],current_acc_[adf],mean_acc_[oza],current_acc_[oza],mean_acc_[samknn],current_acc_[samknn],training_time_[hat],testing_time_[hat],total_running_time_[hat],training_time_[rslvq],testing_time_[rslvq],total_running_time_[rslvq],training_time_[arslvq],testing_time_[arslvq],total_running_time_[arslvq],training_time_[adf],testing_time_[adf],total_running_time_[adf],training_time_[oza],testing_time_[oza],total_running_time_[oza],training_time_[samknn],testing_time_[samknn],total_running_time_[samknn]
29590,0.560646,0.735000,0.505306,0.595000,0.546259,0.265000,0.850034,0.915000,0.597143,0.595000,0.855000,0.925000,4.237343,0.868534,5.105876,17.333553,3.406450,20.740003,28.975943,0.874790,29.850734,85.104299,6.845854,91.950152,25.928657,15.614694,41.543351,12.913406,4.248804,17.162210
29790,0.561757,0.725000,0.505743,0.570000,0.544426,0.275000,0.850338,0.895000,0.598243,0.760000,0.855473,0.925000,4.269963,0.874962,5.144925,17.451019,3.429287,20.880306,29.173473,0.880685,30.054159,85.705020,6.889939,92.594960,26.108783,15.718424,41.827207,12.980973,4.268929,17.249902
29990,0.562852,0.725000,0.506275,0.585000,0.542617,0.275000,0.850772,0.915000,0.599597,0.800000,0.856376,0.990000,4.301682,0.881382,5.183064,17.568069,3.452145,21.020215,29.372607,0.886625,30.259232,86.291586,6.933350,93.224936,26.289792,15.815295,42.105087,13.070872,4.295234,17.366106
30190,0.561667,0.385000,0.505900,0.450000,0.543100,0.615000,0.849600,0.675000,0.597433,0.275000,0.853533,0.430000,4.333394,0.887864,5.221258,17.685177,3.475018,21.160195,29.571049,0.892575,30.463624,86.970305,6.977441,93.947746,26.462235,15.916459,42.378694,13.160216,4.325263,17.485480
30390,0.559536,0.240000,0.504768,0.335000,0.544536,0.760000,0.849404,0.820000,0.595166,0.255000,0.854205,0.955000,4.364500,0.894343,5.258844,17.802240,3.498209,21.300449,29.769967,0.898569,30.668536,87.657056,7.017030,94.674085,26.631284,16.006539,42.637824,13.223716,4.343054,17.566770
30590,0.557105,0.190000,0.503882,0.370000,0.546283,0.810000,0.849770,0.905000,0.594967,0.565000,0.854967,0.970000,4.396943,0.900780,5.297723,17.921274,3.521190,21.442464,29.969393,0.904509,30.873902,88.228566,7.055214,95.283781,26.801830,16.104268,42.906098,13.301857,4.366785,17.668641
30790,0.555556,0.320000,0.503268,0.410000,0.547680,0.760000,0.850098,0.900000,0.596471,0.825000,0.855752,0.975000,4.427658,0.907181,5.334839,18.038464,3.544180,21.582644,30.168654,0.910445,31.079099,88.841772,7.093633,95.935405,26.963095,16.201586,43.164681,13.389356,4.397068,17.786424
30990,0.555942,0.615000,0.502240,0.345000,0.548961,0.745000,0.850260,0.875000,0.598442,0.900000,0.856429,0.960000,4.457575,0.912289,5.369864,18.156282,3.567294,21.723577,30.367693,0.916444,31.284137,89.427067,7.133524,96.560590,27.133610,16.295479,43.429089,13.491101,4.433419,17.924520
31190,0.555935,0.555000,0.502516,0.545000,0.547677,0.350000,0.849323,0.705000,0.596484,0.295000,0.853065,0.335000,4.488140,0.918637,5.406777,18.273325,3.590197,21.863522,30.566201,0.922322,31.488522,90.059310,7.178702,97.238012,27.295791,16.394163,43.689953,13.599023,4.474485,18.073508
31390,0.556218,0.600000,0.503462,0.650000,0.545897,0.270000,0.849167,0.825000,0.594103,0.225000,0.853782,0.965000,4.521808,0.925077,5.446885,18.390813,3.613051,22.003864,30.765019,0.928231,31.693249,90.710569,7.224124,97.934694,27.467261,16.490043,43.957305,13.662889,4.493517,18.156407
31590,0.556943,0.670000,0.504108,0.605000,0.544045,0.255000,0.849236,0.860000,0.593408,0.485000,0.854490,0.965000,4.552103,0.931180,5.483284,18.508022,3.635960,22.143982,30.963405,0.934200,31.897605,91.272380,7.267704,98.540084,27.643891,16.593526,44.237417,13.739967,4.518370,18.258337
31790,0.558165,0.750000,0.504937,0.635000,0.545538,0.780000,0.849399,0.875000,0.594873,0.825000,0.855348,0.990000,4.581967,0.937127,5.519094,18.624962,3.658836,22.283798,31.142346,0.940141,32.082487,91.834196,7.309906,99.144102,27.817786,16.701399,44.519184,13.834231,4.549530,18.383761
31990,0.559308,0.740000,0.505283,0.560000,0.547516,0.860000,0.849591,0.880000,0.596698,0.885000,0.856069,0.970000,4.613139,0.943669,5.556808,18.742835,3.681639,22.424474,31.332678,0.946075,32.278753,92.417499,7.354661,99.772160,27.996401,16.802991,44.799391,13.938504,4.586898,18.525402
32190,0.558281,0.395000,0.505000,0.460000,0.546438,0.375000,0.848219,0.630000,0.595125,0.345000,0.853594,0.460000,4.644671,0.950167,5.594839,18.859586,3.704517,22.564103,31.532296,0.952011,32.484308,93.025739,7.399785,100.425524,28.168986,16.906304,45.075291,14.040262,4.625892,18.666154
32390,0.556460,0.265000,0.504783,0.470000,0.544068,0.165000,0.847981,0.810000,0.592826,0.225000,0.854037,0.925000,4.675553,0.956695,5.632248,18.977220,3.727421,22.704641,31.731975,0.957952,32.689927,93.679424,7.442737,101.122161,28.329678,17.002048,45.331726,14.107924,4.645553,18.753478
32590,0.554815,0.290000,0.504198,0.410000,0.545278,0.740000,0.848302,0.900000,0.592068,0.470000,0.854568,0.940000,4.706331,0.962833,5.669164,19.094370,3.750102,22.844472,31.931480,0.963909,32.895389,94.290608,7.486358,101.776966,28.497337,17.099853,45.597190,14.181424,4.664923,18.846347
32790,0.553957,0.415000,0.503712,0.425000,0.546656,0.770000,0.848620,0.900000,0.593190,0.775000,0.855092,0.940000,4.734050,0.967649,5.701699,19.211863,3.772999,22.984862,32.130328,0.969880,33.100208,94.962181,7.529934,102.492115,28.668526,17.206803,45.875330,14.257526,4.688547,18.946073
32990,0.553110,0.415000,0.503201,0.420000,0.548140,0.790000,0.848780,0.875000,0.595183,0.920000,0.855915,0.990000,4.765650,0.973033,5.738682,19.329240,3.796035,23.125274,32.329524,0.975816,33.305340,95.584569,7.571182,103.155750,28.854449,17.318424,46.172873,14.346363,4.718567,19.064930
33190,0.552697,0.485000,0.503364,0.530000,0.547303,0.410000,0.847182,0.585000,0.593879,0.380000,0.853545,0.465000,4.795599,0.978999,5.774598,19.446160,3.818809,23.264968,32.528837,0.981728,33.510565,96.238603,7.615140,103.853743,29.036476,17.425538,46.462014,14.434133,4.751536,19.185669
33390,0.553283,0.650000,0.504367,0.670000,0.545633,0.270000,0.846837,0.790000,0.591235,0.155000,0.854096,0.945000,4.823277,0.983634,5.806911,19.563248,3.841532,23.404779,32.727678,0.987635,33.715314,96.961562,7.657734,104.619296,29.202596,17.528147,46.730743,14.498102,4.770546,19.268648
33590,0.554192,0.705000,0.505180,0.640000,0.544042,0.280000,0.846677,0.820000,0.591078,0.565000,0.854850,0.980000,4.851325,0.988433,5.839758,19.680177,3.864225,23.544402,32.927222,0.993544,33.920766,97.610856,7.700449,105.311305,29.377883,17.631592,47.009475,14.576946,4.795447,19.372393
33790,0.555238,0.730000,0.505714,0.595000,0.542738,0.325000,0.846786,0.865000,0.592054,0.755000,0.855476,0.960000,4.880531,0.993307,5.873838,19.796657,3.886833,23.683490,33.125819,0.999516,34.125335,98.297693,7.743191,106.040884,29.547471,17.737163,47.284635,14.665957,4.826774,19.492731
33990,0.556538,0.775000,0.506686,0.670000,0.543225,0.625000,0.846982,0.880000,0.594024,0.925000,0.856213,0.980000,4.912314,0.999829,5.912144,19.913734,3.909670,23.823404,33.323616,1.005417,34.329034,98.931633,7.785947,106.717580,29.719825,17.840974,47.560800,14.767120,4.864062,19.631182
34190,0.555265,0.340000,0.506176,0.420000,0.542500,0.420000,0.845559,0.605000,0.592765,0.380000,0.853000,0.310000,4.944125,1.006359,5.950484,20.030832,3.932387,23.963220,33.522108,1.011451,34.533559,99.604030,7.828827,107.432857,29.905030,17.947299,47.852329,14.878653,4.906393,19.785046
34390,0.553918,0.325000,0.505263,0.350000,0.542339,0.515000,0.845351,0.810000,0.590263,0.165000,0.853655,0.965000,4.973485,1.011859,5.985344,20.148490,3.955345,24.103835,33.720920,1.017471,34.738391,100.289586,7.871679,108.161265,30.087698,18.060323,48.148021,14.942353,4.925243,19.867596
34590,0.553110,0.415000,0.504651,0.400000,0.543372,0.720000,0.845262,0.830000,0.589767,0.505000,0.854302,0.965000,5.003523,1.016687,6.020210,20.266103,3.978421,24.244525,33.920006,1.023431,34.943437,100.909813,7.915910,108.825723,30.276216,18.173716,48.449932,15.019672,4.949926,19.969598
34790,0.552601,0.465000,0.503815,0.360000,0.544364,0.715000,0.845665,0.915000,0.591243,0.845000,0.855087,0.990000,5.032597,1.021501,6.054098,20.382544,4.000936,24.383480,34.117269,1.029378,35.146647,101.563740,7.962180,109.525920,30.463889,18.289578,48.753468,15.113436,4.981078,20.094514
34990,0.553247,0.665000,0.503477,0.445000,0.545948,0.820000,0.846006,0.905000,0.593247,0.940000,0.855747,0.970000,5.062700,1.026953,6.089654,20.500266,4.023614,24.523880,34.295285,1.035321,35.330606,102.181491,8.009868,110.191359,30.648873,18.406777,49.055650,15.217775,5.018285,20.236060
35190,0.552571,0.435000,0.503800,0.560000,0.544886,0.360000,0.844771,0.630000,0.591886,0.355000,0.853257,0.420000,5.094716,1.033460,6.128176,20.617476,4.046508,24.663984,34.489081,1.041227,35.530308,102.887650,8.062979,110.950629,30.826164,18.515522,49.341686,15.321955,5.057556,20.379511
35390,0.552017,0.455000,0.504261,0.585000,0.544006,0.390000,0.844972,0.880000,0.589602,0.190000,0.853949,0.975000,5.123692,1.038672,6.162364,20.735464,4.069603,24.805067,34.688211,1.047297,35.735507,103.573944,8.115616,111.689560,31.000407,18.621685,49.622092,15.388385,5.076928,20.465312
35590,0.552853,0.700000,0.505056,0.645000,0.545254,0.765000,0.845480,0.935000,0.588842,0.455000,0.854548,0.960000,5.153180,1.044041,6.197221,20.852041,4.092347,24.944388,34.887111,1.053211,35.940322,104.174274,8.165169,112.339444,31.169060,18.721560,49.890620,15.466390,5.102174,20.568564
35790,0.554101,0.775000,0.505787,0.635000,0.546545,0.775000,0.845955,0.930000,0.590225,0.835000,0.855253,0.980000,5.184821,1.050608,6.235429,20.969319,4.115079,25.084398,35.085073,1.059161,36.144235,104.759846,8.211667,112.971513,31.345458,18.824713,50.170171,15.558547,5.133597,20.692144
35990,0.555056,0.725000,0.506089,0.560000,0.547542,0.725000,0.846341,0.915000,0.592207,0.945000,0.855922,0.975000,5.216264,1.057144,6.273408,21.087264,4.137900,25.225164,35.283956,1.065177,36.349133,105.387442,8.259572,113.647014,31.515026,18.930440,50.445465,15.663104,5.171351,20.834455
36190,0.554167,0.395000,0.505722,0.440000,0.546639,0.385000,0.845417,0.680000,0.590444,0.275000,0.853639,0.445000,5.249043,1.063710,6.312753,21.205402,4.161253,25.366655,35.483619,1.071198,36.554817,106.060880,8.309407,114.370287,31.688647,19.027439,50.716086,15.766506,5.210923,20.977429
36390,0.552541,0.260000,0.504724,0.325000,0.544890,0.230000,0.845773,0.910000,0.587873,0.125000,0.854199,0.955000,5.280483,1.070092,6.350575,21.323032,4.183958,25.506989,35.682564,1.077146,36.759711,106.670240,8.355449,115.025689,31.864911,19.132006,50.996916,15.834627,5.230127,21.064754
36590,0.552088,0.470000,0.504011,0.375000,0.543242,0.245000,0.846044,0.895000,0.587088,0.445000,0.854863,0.975000,5.312613,1.076538,6.389151,21.441157,4.206917,25.648073,35.881703,1.083019,36.964722,107.243004,8.398679,115.641682,32.037476,19.238151,51.275627,15.914774,5.255116,21.169890
36790,0.551831,0.505000,0.503443,0.400000,0.541557,0.235000,0.846475,0.925000,0.588087,0.770000,0.855437,0.960000,5.343044,1.082764,6.425808,21.559267,4.229701,25.788968,36.081091,1.088917,37.170008,107.813956,8.439955,116.253911,32.223700,19.347845,51.571545,16.004337,5.286579,21.290916
36990,0.552908,0.750000,0.502500,0.330000,0.540761,0.395000,0.846821,0.910000,0.589837,0.910000,0.856114,0.980000,5.373155,1.087655,6.460810,21.676473,4.252337,25.928810,36.280067,1.094872,37.374938,108.402885,8.481725,116.884610,32.412073,19.462230,51.874303,16.107037,5.324435,21.431472
37190,0.553054,0.580000,0.502703,0.540000,0.540486,0.490000,0.845784,0.655000,0.588270,0.300000,0.853432,0.360000,5.402475,1.092627,6.495103,21.793707,4.275331,26.069038,36.479618,1.100797,37.580416,109.058690,8.527871,117.586561,32.591222,19.572091,52.163313,16.222249,5.368955,21.591203
37390,0.552876,0.520000,0.503602,0.670000,0.541801,0.785000,0.845995,0.885000,0.586183,0.200000,0.853683,0.900000,5.433574,1.098863,6.532438,21.911122,4.298063,26.209185,36.678462,1.106734,37.785197,109.703146,8.570818,118.273964,32.775799,19.679180,52.454979,16.282325,5.386242,21.668566
37590,0.552567,0.495000,0.504251,0.625000,0.542914,0.750000,0.846203,0.885000,0.585508,0.460000,0.854198,0.950000,5.466591,1.105340,6.571931,22.029660,4.320644,26.350304,36.878112,1.112739,37.990851,110.425455,8.615685,119.041140,32.954691,19.788539,52.743231,16.357713,5.409113,21.766826
37790,0.553963,0.815000,0.504654,0.580000,0.543910,0.730000,0.846596,0.920000,0.586383,0.750000,0.854814,0.970000,5.498877,1.111828,6.610705,22.147178,4.343304,26.490482,37.077471,1.118725,38.196196,111.129894,8.658155,119.788049,33.139780,19.899190,53.038970,16.449933,5.438369,21.888302
37990,0.555159,0.780000,0.505185,0.605000,0.545159,0.780000,0.847037,0.930000,0.588175,0.925000,0.855529,0.990000,5.531434,1.118543,6.649977,22.265415,4.366586,26.632001,37.276949,1.124729,38.401679,111.744993,8.701625,120.446618,33.323238,20.004362,53.327600,16.557045,5.473911,22.030956
38190,0.554632,0.455000,0.504789,0.430000,0.544684,0.455000,0.846026,0.655000,0.587000,0.365000,0.853395,0.450000,5.563416,1.125075,6.688491,22.383237,4.389578,26.772815,37.476342,1.130584,38.606926,112.436038,8.747667,121.183705,33.501938,20.114269,53.616207,16.673092,5.511583,22.184675
38390,0.552984,0.240000,0.504293,0.410000,0.543089,0.240000,0.846099,0.860000,0.585550,0.310000,0.854005,0.970000,5.595289,1.131596,6.726885,22.501643,4.412434,26.914077,37.678222,1.136496,38.814718,113.183632,8.799142,121.982774,33.682398,20.219393,53.901791,16.738087,5.530981,22.269068
38590,0.551484,0.265000,0.503516,0.355000,0.543672,0.655000,0.846250,0.875000,0.585365,0.550000,0.854557,0.960000,5.627729,1.138016,6.765744,22.618375,4.435349,27.053724,37.861218,1.142348,39.003565,113.789951,8.843522,122.633473,33.851710,20.322983,54.174693,16.816007,5.555835,22.371843
38790,0.550803,0.420000,0.502824,0.370000,0.545415,0.880000,0.846684,0.930000,0.586632,0.830000,0.855207,0.980000,5.660240,1.144463,6.804703,22.735339,4.458135,27.193474,38.047388,1.148284,39.195673,114.344779,8.889211,123.233989,34.022997,20.426821,54.449818,16.907474,5.587190,22.494664
38990,0.550851,0.560000,0.502474,0.435000,0.547010,0.855000,0.847113,0.930000,0.588505,0.950000,0.855825,0.975000,5.690839,1.150275,6.841114,22.852669,4.481133,27.333802,38.245287,1.154300,39.399587,114.949012,8.934365,123.883377,34.200581,20.532618,54.733199,17.011691,5.624456,22.636147
39190,0.550667,0.515000,0.502692,0.545000,0.546333,0.415000,0.845949,0.620000,0.587333,0.360000,0.853308,0.365000,5.720282,1.155453,6.875735,22.970248,4.504446,27.474694,38.445864,1.160302,39.606166,115.599746,8.984235,124.583981,34.377015,20.642671,55.019685,17.125734,5.668613,22.794347
39390,0.550306,0.480000,0.503163,0.595000,0.544311,0.150000,0.845893,0.835000,0.585077,0.145000,0.853495,0.890000,5.751707,1.161247,6.912954,23.087614,4.527311,27.614925,38.645564,1.166275,39.811839,116.282752,9.031025,125.313777,34.556770,20.747325,55.304094,17.189596,5.687471,22.877067
39590,0.550888,0.665000,0.503883,0.645000,0.542944,0.275000,0.846193,0.905000,0.584467,0.465000,0.853985,0.950000,5.783813,1.167735,6.951547,23.204439,4.549950,27.754389,38.844111,1.172291,40.016402,116.884589,9.077314,125.961903,34.737940,20.853654,55.591594,17.270777,5.712197,22.982973
39790,0.551768,0.725000,0.504419,0.610000,0.543889,0.730000,0.846389,0.885000,0.585530,0.795000,0.854672,0.990000,5.815687,1.174312,6.989999,23.321979,4.572932,27.894911,39.042433,1.178315,40.220748,117.484805,9.123448,126.608254,34.915343,20.967010,55.882352,17.363716,5.742842,23.106559
39990,0.552588,0.715000,0.504950,0.610000,0.545101,0.785000,0.846834,0.935000,0.587010,0.880000,0.855276,0.975000,5.848396,1.180770,7.029166,23.439114,4.595882,28.034995,39.240283,1.184223,40.424506,118.105885,9.170401,127.276286,35.107993,21.082383,56.190376,17.467829,5.779609,23.247438
40190,0.552000,0.435000,0.504650,0.445000,0.544475,0.420000,0.845650,0.610000,0.586050,0.395000,0.852900,0.380000,5.882548,1.187441,7.069989,23.556807,4.619246,28.176052,39.439704,1.190284,40.629987,118.776673,9.223362,128.000035,35.298948,21.197164,56.496112,17.582123,5.822723,23.404846
40390,0.550199,0.190000,0.503756,0.325000,0.543209,0.290000,0.845821,0.880000,0.584104,0.195000,0.853184,0.910000,5.914742,1.194037,7.108780,23.673645,4.642426,28.316071,39.639065,1.196283,40.835348,119.452792,9.274562,128.727355,35.477566,21.305696,56.783262,17.640947,5.840137,23.481084
40590,0.548540,0.215000,0.503119,0.375000,0.541955,0.290000,0.846114,0.905000,0.583342,0.430000,0.853639,0.945000,5.946584,1.200506,7.147091,23.791191,4.665726,28.456917,39.837176,1.202222,41.039398,120.087658,9.323148,129.410807,35.668909,21.418391,57.087300,17.714176,5.862896,23.577072
40790,0.547882,0.415000,0.502660,0.410000,0.542389,0.630000,0.846527,0.930000,0.584163,0.750000,0.854212,0.970000,5.974689,1.204820,7.179510,23.909254,4.688886,28.598141,40.036330,1.208186,41.244516,120.685235,9.372871,130.058106,35.852898,21.537769,57.390668,17.804457,5.892024,23.696481
40990,0.548260,0.625000,0.502157,0.400000,0.543578,0.785000,0.846961,0.935000,0.585882,0.935000,0.854853,0.985000,6.001153,1.207852,7.209005,24.026398,4.711517,28.737915,40.234500,1.214169,41.448669,121.255837,9.421338,130.677176,36.037356,21.645558,57.682915,17.909597,5.927375,23.836972
41190,0.548902,0.680000,0.502317,0.535000,0.543122,0.450000,0.846122,0.675000,0.585268,0.460000,0.853122,0.500000,6.027216,1.210892,7.238108,24.143943,4.734355,28.878298,40.433141,1.220180,41.653322,121.876483,9.472089,131.348572,36.223758,21.750331,57.974089,18.021936,5.966376,23.988312
41390,0.549612,0.695000,0.502888,0.620000,0.541748,0.260000,0.846359,0.895000,0.583204,0.160000,0.853617,0.955000,6.055983,1.215649,7.271632,24.261813,4.757640,29.019453,40.632488,1.226115,41.858603,122.511438,9.523123,132.034561,36.407410,21.866212,58.273622,18.082176,5.983967,24.066143
41590,0.550314,0.695000,0.503382,0.605000,0.540990,0.385000,0.846667,0.910000,0.582560,0.450000,0.854082,0.950000,6.085911,1.220647,7.306558,24.379341,4.781458,29.160799,40.831694,1.232096,42.063790,123.094478,9.574670,132.669148,36.595447,21.977698,58.573145,18.156608,6.007248,24.163856
41790,0.551346,0.765000,0.503774,0.585000,0.541995,0.750000,0.847236,0.965000,0.583413,0.760000,0.854736,0.990000,6.118630,1.227076,7.345706,24.496875,4.804512,29.301387,41.030871,1.238014,42.268884,123.640567,9.625148,133.265714,36.781284,22.089602,58.870886,18.251020,6.037140,24.288159
41990,0.552249,0.740000,0.504091,0.570000,0.543254,0.805000,0.847632,0.930000,0.585024,0.920000,0.855359,0.985000,6.152048,1.233602,7.385650,24.614558,4.827681,29.442238,41.230122,1.244066,42.474187,124.199262,9.676651,133.875913,36.962337,22.200682,59.163019,18.356053,6.073258,24.429311
42190,0.551833,0.465000,0.504095,0.505000,0.542738,0.435000,0.846381,0.585000,0.584667,0.510000,0.853286,0.420000,6.184810,1.240148,7.424958,24.733026,4.850575,29.583601,41.430060,1.250065,42.680125,124.800783,9.727060,134.527843,37.148456,22.308286,59.456742,18.469458,6.115375,24.584834
42390,0.550569,0.285000,0.503626,0.405000,0.541327,0.245000,0.846469,0.865000,0.582393,0.105000,0.853673,0.935000,6.217381,1.246696,7.464078,24.850185,4.873565,29.723750,41.628505,1.256031,42.884536,125.366965,9.772837,135.139802,37.330553,22.422802,59.753355,18.531322,6.133900,24.665221
42590,0.549127,0.245000,0.502901,0.350000,0.540189,0.300000,0.846651,0.885000,0.581981,0.495000,0.854151,0.955000,6.250383,1.253162,7.503545,24.967795,4.896533,29.864329,41.827090,1.261985,43.089075,125.853094,9.816381,135.669475,37.520727,22.540881,60.061608,18.612190,6.158071,24.770261
42790,0.548263,0.365000,0.502394,0.395000,0.540869,0.685000,0.846784,0.875000,0.582582,0.710000,0.854765,0.985000,6.281173,1.258864,7.540037,25.085906,4.919534,30.005440,42.027202,1.267961,43.295163,126.324083,9.861162,136.185244,37.713732,22.663488,60.377220,18.707256,6.188930,24.896186
42990,0.548364,0.570000,0.501846,0.385000,0.542453,0.880000,0.847173,0.930000,0.584089,0.905000,0.855327,0.975000,6.308722,1.262387,7.571110,25.202983,4.942362,30.145345,42.226748,1.273961,43.500710,126.800775,9.905812,136.706587,37.903784,22.786706,60.690489,18.811545,6.225805,25.037350
43190,0.548651,0.610000,0.502209,0.580000,0.541860,0.415000,0.846488,0.700000,0.583581,0.475000,0.853884,0.545000,6.334965,1.265430,7.600395,25.319570,4.965335,30.284905,42.425615,1.279935,43.705550,127.347136,9.953067,137.300203,38.090861,22.896062,60.986923,18.914923,6.264424,25.179348
43390,0.549514,0.735000,0.502894,0.650000,0.540347,0.215000,0.846366,0.820000,0.582199,0.285000,0.854282,0.940000,6.363830,1.269495,7.633325,25.437015,4.988246,30.425261,42.624656,1.285903,43.910559,127.886383,9.994984,137.881367,38.265933,23.007476,61.273409,18.980545,6.283621,25.264166
43590,0.550161,0.690000,0.503479,0.630000,0.541590,0.810000,0.846705,0.920000,0.581820,0.500000,0.854839,0.975000,6.392612,1.274212,7.666824,25.555234,5.011253,30.566487,42.804115,1.291870,44.095985,128.390306,10.036947,138.427253,38.444115,23.119979,61.564094,19.063780,6.308788,25.372568
43790,0.550894,0.710000,0.504060,0.630000,0.543119,0.875000,0.846835,0.875000,0.582729,0.780000,0.855321,0.960000,6.422338,1.278991,7.701329,25.673163,5.034015,30.707178,42.993788,1.297881,44.291668,128.905420,10.079440,138.984860,38.630065,23.236365,61.866431,19.153253,6.340243,25.493496
43990,0.551370,0.655000,0.504726,0.650000,0.544703,0.890000,0.847032,0.890000,0.584475,0.965000,0.855913,0.985000,6.452691,1.283899,7.736590,25.790354,5.057001,30.847355,43.193211,1.303792,44.497003,129.432890,10.122260,139.555150,38.818028,23.360301,62.178329,19.256680,6.378000,25.634680
44190,0.551068,0.485000,0.504568,0.470000,0.544159,0.425000,0.846386,0.705000,0.583614,0.395000,0.854000,0.435000,6.483321,1.288750,7.772072,25.907834,5.080354,30.988188,43.391935,1.309735,44.701670,130.030117,10.169623,140.199739,39.013663,23.481646,62.495309,19.370228,6.420300,25.790528
44390,0.550611,0.450000,0.503937,0.365000,0.542059,0.080000,0.846561,0.885000,0.581290,0.070000,0.854457,0.955000,6.512821,1.293648,7.806469,26.025067,5.103461,31.128528,43.590710,1.315629,44.906339,130.625852,10.214006,140.839858,39.202314,23.599282,62.801596,19.429325,6.437788,25.867113
44590,0.549707,0.350000,0.503536,0.415000,0.540608,0.220000,0.846779,0.895000,0.580023,0.300000,0.854887,0.950000,6.542033,1.298472,7.840505,26.141655,5.126704,31.268359,43.789571,1.321595,45.111166,131.208889,10.259714,141.468604,39.382794,23.714844,63.097638,19.502791,6.461075,25.963866
44790,0.549170,0.430000,0.503184,0.425000,0.540650,0.550000,0.847175,0.935000,0.580762,0.745000,0.855493,0.990000,6.571201,1.303310,7.874512,26.258540,5.149769,31.408309,43.988064,1.327589,45.315653,131.733069,10.307363,142.040432,39.564390,23.818960,63.383350,19.596899,6.490477,26.087377
44990,0.548571,0.415000,0.502812,0.420000,0.541786,0.795000,0.847522,0.925000,0.582366,0.940000,0.856071,0.985000,6.601620,1.308135,7.909754,26.375118,5.172256,31.547374,44.186419,1.333472,45.519890,132.285283,10.355359,142.640641,39.739767,23.924103,63.663870,19.703013,6.526455,26.229468
45190,0.548222,0.470000,0.502756,0.490000,0.541400,0.455000,0.846578,0.635000,0.581600,0.410000,0.854089,0.410000,6.631251,1.312982,7.944232,26.492842,5.196021,31.688862,44.385122,1.339495,45.724617,132.899193,10.406158,143.305350,39.917590,24.032639,63.950230,19.813833,6.568253,26.382086
45390,0.548761,0.670000,0.503186,0.600000,0.540465,0.330000,0.846615,0.855000,0.579425,0.090000,0.854381,0.920000,6.661510,1.317728,7.979238,26.610051,5.219157,31.829208,44.580121,1.345350,45.925471,133.502430,10.456101,143.958531,40.098995,24.138195,64.237190,19.883258,6.586279,26.469537
45590,0.549559,0.730000,0.503700,0.620000,0.541696,0.820000,0.846894,0.910000,0.578458,0.360000,0.854934,0.980000,6.690308,1.322542,8.012849,26.727492,5.242207,31.969699,44.758723,1.351271,46.109994,134.050732,10.501666,144.552398,40.267568,24.241591,64.509160,19.953895,6.607177,26.561072
45790,0.550219,0.700000,0.504123,0.600000,0.542566,0.740000,0.846996,0.870000,0.579342,0.780000,0.855417,0.965000,6.720909,1.327927,8.048836,26.844616,5.265085,32.109700,44.954580,1.357202,46.311781,134.550457,10.546779,145.097236,40.450028,24.352567,64.802595,20.037652,6.634230,26.671882
45990,0.550983,0.725000,0.504345,0.555000,0.543734,0.810000,0.847293,0.915000,0.580742,0.900000,0.855917,0.970000,6.753771,1.334301,8.088073,26.961463,5.288079,32.249543,45.152948,1.363161,46.516109,135.039852,10.593262,145.633114,40.639519,24.468853,65.108372,20.131164,6.667874,26.799038
46190,0.550522,0.445000,0.503957,0.415000,0.543435,0.475000,0.846326,0.625000,0.580000,0.410000,0.854348,0.495000,6.786110,1.340852,8.126962,27.079087,5.311072,32.390159,45.351372,1.369140,46.720512,135.654983,10.644228,146.299211,40.825896,24.587003,65.412900,20.235452,6.706359,26.941811
46390,0.548939,0.185000,0.503290,0.350000,0.542381,0.300000,0.846212,0.820000,0.578420,0.215000,0.854762,0.950000,6.818156,1.347116,8.165272,27.197050,5.334146,32.531196,45.550286,1.375163,46.925449,136.288203,10.694347,146.982550,41.021749,24.701691,65.723439,20.297937,6.725067,27.023004
